,Chapter,Verse,Sanskrit,Transliteration
596,18,32,"
धृत्या यया धारयते मन:प्राणेन्द्रियक्रिया:  योगेनाव्यभिचारिण्या धृति: सा पार्थ सात्त्विकी      
","
dhṛityā yayā dhārayate manaḥ prāṇendriya kriyāḥyogenāvyabhichāriṇyā dhṛitiḥ sā pārtha sāttvikī
"
597,18,33,"
यया तु धर्मकामार्थान्धृत्या धारयतेऽर्जुन  प्रसङ्गेन फलाकाङ् क्षी धृति: सा पार्थ राजसी      
","
yayā tu dharma kāmārthān dhṛityā dhārayate ‘rjunaprasaṅgena phalākāṅkṣhī dhṛitiḥ sā pārtha rājasī
"
598,18,34,"
यया स्वप्नं भयं शोकं विषादं मदमेव च  न विमुञ्चति दुर्मेधा धृति: सा पार्थ तामसी      
","
yayā svapnaṁ bhayaṁ śhokaṁ viṣhādaṁ madam eva chana vimuñchati durmedhā dhṛitiḥ sā pārtha tāmasī
"
599,18,35,"
सुखं त्विदानीं त्रिविधं शृणु मे भरतर्षभ  अभ्यासाद्रमते यत्र दु:खान्तं च निगच्छति      
","
sukhaṁ tv idānīṁ tri vidhaṁ śhṛiṇu me bharatarṣhabhaabhyāsād ramate yatra duḥkhāntaṁ cha nigachchhati
"
600,18,36,"
यत्तदग्रे विषमिव परिणामेऽमृतोपमम्  तत्सुखं सात्त्विकं प्रोक्तमात्मबुद्धिप्रसादजम्      
","
yat tad agre viṣham iva pariṇāme ‘mṛitopamamtat sukhaṁ sāttvikaṁ proktam ātma buddhi prasāda jam
"
601,18,37,"
विषयेन्द्रियसंयोगाद्यत्तदग्रेऽमृतोपमम्  परिणामे विषमिव तत्सुखं राजसं स्मृतम्      
","
viṣhayendriya sanyogād yat tad agre ’mṛitopamampariṇāme viṣham iva tat sukhaṁ rājasaṁ smṛitam
"
602,18,38,"
यदग्रे चानुबन्धे च सुखं मोहनमात्मन:  निद्रालस्यप्रमादोत्थं तत्तामसमुदाहृतम्      
","
yad agre chānubandhe cha sukhaṁ mohanam ātmanaḥnidrālasya pramādotthaṁ tat tāmasam udāhṛitam
"
603,18,39,"
न तदस्ति पृथिव्यां वा दिवि देवेषु वा पुन:  सत्त्वं प्रकृतिजैर्मुक्तं यदेभि: स्यात्त्रिभिर्गुणै:      
","
na tad asti pṛithivyāṁ vā divi deveṣhu vā punaḥsattvaṁ prakṛiti jair muktaṁ yad ebhiḥ syāt tribhir guṇaiḥ
"
604,18,40,"
ब्राह्मणक्षत्रियविशां शूद्राणां च परन्तप  कर्माणि प्रविभक्तानि स्वभावप्रभवैर्गुणै:      
","
brāhmaṇa kṣhatriya viśhāṁ śhūdrāṇāṁ cha parantapakarmāṇi pravibhaktāni svabhāva prabhavair guṇaiḥ
"
605,18,41,"
शमो दमस्तप: शौचं क्षान्तिरार्जवमेव च  ज्ञानं विज्ञानमास्तिक्यं ब्रह्मकर्म स्वभावजम्      
","
śhamo damas tapaḥ śhauchaṁ kṣhāntir ārjavam eva chajñānaṁ vijñānam āstikyaṁ brahma karma svabhāva jam
"
606,18,42,"
शौर्यं तेजो धृतिर्दाक्ष्यं युद्धे चाप्यपलायनम्  दानमीश्वरभावश्च क्षात्रं कर्म स्वभावजम्      
","
śhauryaṁ tejo dhṛitir dākṣhyaṁ yuddhe chāpy apalāyanamdānam īśhvara bhāvaśh cha kṣhātraṁ karma svabhāva jam
"
607,18,43,"
कृषिगौरक्ष्यवाणिज्यं वैश्यकर्म स्वभावजम्  परिचर्यात्मकं कर्म शूद्रस्यापि स्वभावजम्      
","
kṛiṣhi gau rakṣhya vāṇijyaṁ vaiśhya karma svabhāva jamparicharyātmakaṁ karma śhūdrasyāpi svabhāva jam
"
608,18,44,"
स्वे स्वे कर्मण्यभिरत: संसिद्धिं लभते नर:  स्वकर्मनिरत: सिद्धिं यथा विन्दति तच्छृणु      
","
sve sve karmaṇy abhirataḥ sansiddhiṁ labhate naraḥsva karma nirataḥ siddhiṁ yathā vindati tach chhṛiṇu
"
609,18,45,"
यत: प्रवृत्तिर्भूतानां येन सर्वमिदं ततम्  स्वकर्मणा तमभ्यर्च्य सिद्धिं विन्दति मानव:      
","
yataḥ pravṛittir bhūtānāṁ yena sarvam idaṁ tatamsva karmaṇā tam abhyarchya siddhiṁ vindati mānavaḥ
"
610,18,46,"
श्रेयान्स्वधर्मो विगुण: परधर्मात्स्वनुष्ठितात्  स्वभावनियतं कर्म कुर्वन्नाप्नोति किल्बिषम्      
","
śhreyān swa dharmo viguṇaḥ para dharmāt sv anuṣhṭhitātsvabhāva niyataṁ karma kurvan nāpnoti kilbiṣham
"
611,18,47,"
सहजं कर्म कौन्तेय सदोषमपि न त्यजेत्  सर्वारम्भा हि दोषेण धूमेनाग्निरिवावृता:      
","
saha jaṁ karma kaunteya sa doṣham api na tyajetsarvārambhā hi doṣheṇa dhūmenāgnir ivāvṛitāḥ
"
612,18,48,"
असक्तबुद्धि: सर्वत्र जितात्मा विगतस्पृह:  नैष्कर्म्यसिद्धिं परमां सन्न्यासेनाधिगच्छति      
","
asakta buddhiḥ sarvatra jitātmā vigata spṛihaḥnaiṣhkarmya siddhiṁ paramāṁ sannyāsenādhigachchhati
"
613,18,49,"
सिद्धिं प्राप्तो यथा ब्रह्म तथाप्नोति निबोध मे  समासेनैव कौन्तेय निष्ठा ज्ञानस्य या परा      
","
siddhiṁ prāpto yathā brahma tathāpnoti nibodha mesamāsenaiva kaunteya niṣhṭhā jñānasya yā parā
"
614,18,50,"
बुद्ध्या विशुद्धया युक्तो धृत्यात्मानं नियम्य च  शब्दादीन्विषयांस्त्यक्त्वा रागद्वेषौ व्युदस्य च      विविक्तसेवी लघ्वाशी यतवाक्कायमानस:  ध्यानयोगपरो नित्यं वैराग्यं समुपाश्रित:      अहङ्कारं बलं दर्पं कामं क्रोधं परिग्रहम्  विमुच्य निर्मम: शान्तो ब्रह्मभूयाय कल्पते      
","
buddhyā viśhuddhayā yukto dhṛityātmānaṁ niyamya chaśhabdādīn viṣhayāns tyaktvā rāga dveṣhau vyudasya chavivikta sevī laghv āśhī yata vāk kāya mānasaḥdhyāna yoga paro nityaṁ vairāgyaṁ samupāśhritaḥahankāraṁ balaṁ darpaṁ kāmaṁ krodhaṁ parigrahamvimuchya nirmamaḥ śhānto brahma bhūyāya kalpate
"
615,18,51,"
ब्रह्मभूत: प्रसन्नात्मा न शोचति न काङ् क्षति  सम: सर्वेषु भूतेषु मद्भक्तिं लभते पराम्      
","
brahma bhūtaḥ prasannātmā na śhochati na kāṅkṣhatisamaḥ sarveṣhu bhūteṣhu mad bhaktiṁ labhate parām
"
616,18,52,"
भक्त्या मामभिजानाति यावान्यश्चास्मि तत्त्वत:  ततो मां तत्त्वतो ज्ञात्वा विशते तदनन्तरम्      
","
bhaktyā mām abhijānāti yāvān yaśh chāsmi tattvataḥtato māṁ tattvato jñātvā viśhate tad anantaram
"
617,18,53,"
सर्वकर्माण्यपि सदा कुर्वाणो मद्व्यपाश्रय:  मत्प्रसादादवाप्नोति शाश्वतं पदमव्ययम्      
","
sarva karmāṇy api sadā kurvāṇo mad vyapāśhrayaḥmat prasādād avāpnoti śhāśhvataṁ padam avyayam
"
618,18,54,"
चेतसा सर्वकर्माणि मयि सन्न्यस्य मत्पर:  बुद्धियोगमुपाश्रित्य मच्चित्त: सततं भव      
","
chetasā sarva karmāṇi mayi sannyasya mat paraḥbuddhi yogam upāśhritya mach chittaḥ satataṁ bhava
"
619,18,55,"
मच्चित्त: सर्वदुर्गाणि मत्प्रसादात्तरिष्यसि  अथ चेत्वमहङ्कारान्न श्रोष्यसि विनङ्क्ष्यसि      
","
mach chittaḥ sarva durgāṇi mat prasādāt tariṣhyasiatha chet tvam ahankārān na śhroṣhyasi vinaṅkṣhyasi
"
620,18,56,"
यदहङ्कारमाश्रित्य न योत्स्य इति मन्यसे  मिथ्यैष व्यवसायस्ते प्रकृतिस्त्वां नियोक्ष्यति      
","
yad ahankāram āśhritya na yotsya iti manyasemithyaiṣha vyavasāyas te prakṛitis tvāṁ niyokṣhyati
"
621,18,57,"
स्वभावजेन कौन्तेय निबद्ध: स्वेन कर्मणा  कर्तुं नेच्छसि यन्मोहात्करिष्यस्यवशोऽपि तत्      
","
swbhāva jena kaunteya nibaddhaḥ svena karmaṇākartuṁ nechchhasi yan mohāt kariṣhyasy avaśho ’pi tat
"
622,18,58,"
ईश्वर: सर्वभूतानां हृद्देशेऽर्जुन तिष्ठति  भ्रामयन्सर्वभूतानि यन्त्रारूढानि मायया      
","
īśhvaraḥ sarva bhūtānāṁ hṛid deśhe ‘rjuna tiṣhṭhatibhrāmayan sarva bhūtāni yantrārūḍhāni māyayā
"
